english_name,arabic_name,meaning,gender
Ummhamdi,أمحمد,Thankful,female
Ummid,عميد,Hope.,female
Ummul-hanaa,عملهن,"Happiness, Laughter, Joy and Delight.Ummul Hanaa is an indirect Quranic name for girls that means source of happiness and peace. Umm means mother and Hanaa means happiness and peace. Umm is used in Arabic to make an attribute stronger and to say that the person is the source of this attribute.",female
Ummul-khair,أملكهر,Nice mother,female
Umnia,أمنية,Gift,female
Umniya,أمنية,"Wish, desire, hope.",female
Umniyah,أمنيه,"a wish, an aspiration",female
Umrah,عمره,"It's an Arabic name for girls and less commonly for boys that means minor pilgrimage, when Muslims perform the pilgrimage to Mecca during a time of the year other than the Hajj season. Its literal meaning is overhaul, restoration, revival.",female
Unaiza,عنيزة,"Sheep/Goat, Name of a Valley between Makkah and Taif.",female
Unaysah,أنيسه,"Friendly, Affable",female
Unayzee,نيز,Unayzee is an Arabic name for girls that means one who is like a little female gazelle (in beauty and cuteness).,female
Unaza,عنزة,The one and only,female
Unquda,عنقود,"Bunch of grapes, Promise.",female
Unsa,أنسى,Woman,female
Vashti,فشت,"It's a Persian name for girls meaning goodness, kindness, happiness, beauty.It's derived from the ancient Persian root Vash meaning good and is found in various languages of the Middle East. The a in the name Vashti is pronounced like the u in the English word run.",female
Veesta,فيستا,"Veesta is a Persian name from Avestan origins for girls that means finder, discoverer, acquirer.",female
Vega,فجة,falling star,female
Vida,فيضة,"Vida is a Persian name for girls that means apparent, prominent, visible. In Pahlavi (ancient Persian) it means acquirer, finder.",female
Vina,فينا,"Vina is a Persian name for girls that means perception, recognition.",female
Viyana,فيينا,"Viyana is a Persian name for girls that means wisdom, sensibility. It comes from the Avestan language.",female
Waabisah,وابعثه,Name of a distinguished Sahabi (RA).,female
Waafiyah,وافيه,"Waafiyah is an Arabic name for girls that means loyal, faithful. It also means whole, complete, perfect.",female
Waahibah,واحبه,"Giver, generous.",female
Waahida,واحدة,"One, Alone, Unique",female
Waahidah,واحده,"One, unique.",female
Waaizhah,وازهة,Waaizhahوازهة,female
Waajida,واجدة,"One whose wants are satisfied, wealthy, a lover or beloved.",female
Waajidah,واجده,"One who acheives her goals in life, loved, beloved",female
Waaliyah,واليه,"The female Governor, she who directs, manages, conducts, governs, measures.",female
Waarithah,وارثه,"(Waarisah) An heir, a master, a lord, an owner, a successor.",female
Waasey,لاريب,Without a doubt,female
Waasifah,واسفه,Describing,female
Waasilah,واصله,"Joining, connecting.",female
Wabisa,وبس,Something Bright,female
Wabisah,وابعثه,Bin Ma bad RA had this name.,female
Wadaaat,وذات,"Mildness, Gentleness, Peace",female
Wadaana,ودانا,Prosperous.,female
Wadad,وداد,"Love, friendship.",female
Waddaa,وأداء,"Waddaa is an Arabic name for girls that means love, affection. It is a variant of Waddah.",female
Waddah,واضح,"Bright, brilliant",female
Waddia,ودية,"Amicable, friendly.",female
Waddood,لاريب,Without a doubt,female
Wadeedah,وعديدة,"Lover, Friend, Beloved, Devoted",female
Wadha,واضحة,Bright.,female
Salahan,صالحا,"Salahan is an Arabic name for boys that means good, upright, devoted, pious.",male
Salahudeen,سيلاحظ,The righteousness of the Faith,male
Salam,سلام,"Peace, safety, security. Al-Salam, the All-peaceable: one of the names of Allah.",male
Salama,سلامة,"Peaceful,Secured, fem. of Salam.",male
Salamah,سلامه,"Safety, Soundness, integrity",male
Salamat,سلامات,"Safety, security, soundness, integrity.",male
Salamatullah,سلاماتلله,Security of Allah.,male
Salar,سالار,"Leader, officer of army, commander.",male
Salarjung,سالارجونج,Army leader in war,male
Saleef,سليف,"Saleef is an Arabic name for boys that means preceding. It also means one who is ahead, advanced.",male
Saleel,سليل,"Warrior of understanding, Noble hearted,container of the inner strength",male
Saleem,سليم,"Sound, affable, healthy, guarded, perfect, complete, safe, secure.",male
Saleem-uz-zaman,سليمززما,Soundest (servant) of the time.,male
Saleemullah,سليملله,Soundest (servant) of Allah.,male
Saleemuz,سليمز,"Safe, mild, affable, perfect, name of a sahabi",male
Salees,سليس,"Salees is an Arabic name for boys that means soft, pleasant, flowing, gentle.",male
Saleet,صليت,"Shar-tongued, Name of Sahabi who was the messenger of the prophet (peace be upon him) to the ruler of Yamamah..",male
Saleh,صالح,"Good, right, a Prophets name, virtuous, Variant transcription of SALIH.",male
Salem,سالم,Safe,male
Sali,سالي,"Sali is an Arabic name for boys and girls that means cheerful, cheered up, at ease, in a good humor, amused.",male
Salif,سليف,"Previous, Former",male
Salih,صالح,"Good, Pious, righteous, upright, just, virtuous, devoted, chaste.",male
Salihan,صالحا,"Salihan is an Arabic name for boys that means virtuous, pious.",male
Salihin,صالحين,"Salihin is an Arabic name for boys that means pious, virtuous. It is the plural of Salih.",male
Saliim,سليم,"Safe, Healthy",male
Salik,سليك,"Traveler, wayfarer, Passable, unobstructed",male
Salil,سليل,"Drawn (sword), scion, son.",male
Salim,سلم,"Secure, free, Safe, sound, perfect, complete.",male
Salit,سليت,"Strong, solid, firm, sharp.",male
Sallaam,سلام,"Very safe, well, sound.",male
Sahim,سحيم,Partner.,male
Sahir,سهير,"Charming, Enchanting, Wakeful",male
Sahjeeah,صاحجة,"Brave, bold, courageous.",male
Sahl,سهل,"Soft, soil, smooth, smile. facile, easy, even, Easy to deal with",male
Sahm,ساهم,"Arrow, dart",male
Sahmir,سحمر,Entertaining companion,male
Sahwan,سهوان,"Sahwan is an Arabic name for boys that means awake, vigilant, wakeful, sober.",male
Sahwi,صحوي,"Sahwi is an Arabic name for boys that means wakeful, vigilant, sober.",male
Saib,صائب,"Foresaken, abondaned, Appropriate, correct",male
Saibal,سيبل,Saibal is an Arabic name for boys that means rain that falls heavily. It also means spike (see Sunbul).,male
Said,سعيد,"Rising, ascending, Happy, Fortunate, auspicious, venerable, dignified.",male
Saif,سيف,Sword (of Religion),male
Saif-al-din,سيفعلدن,"Sword of the faith from Arabic (sayf) ""sword"" and (din) ""religion, faith"".",male
Saifaddin,سيفضين,"Saifaddin is an Arabic name for boys that means sword of the faith, a warrior who supports his faith.",male
Saifan,سيفان,Sword of Allah,male
Saifee,صيفي,Concerning sword.,male
Saifiyy,صيفي,Name of a Sahabi who took part in the battle of Badr.,male
Saifuddin,سيفضين,Sword of the religion (Islam).,male
Saiful,سيفعل,"First part of compound Arabic names beginning with   (Sayf al) meaning ""sword of the"" (such as SAIF-AL-DIN).",male
Saiful-azman,سيفعلزما,Sword of dream,male
Saiful-baari,سيفعلبر,Sword of the Creator.,male
Saiful-islam,سيفعلصلم,Sword of Islam.,male
Saiful-mulk,سيفعلملك,Sword of the kingdom.,male
Saifullah,سيفعله,Sword of Allah. Title of honour awarded to Khalid Bin Walid by the Prophet Muhammad.,male
Saihaan,سيحان,"Flowing, Name of a Sahabi (RA).",male
Saim,ثيم,"Fasting, Lightening, one who fasts, Roza rakhney wala,",male
Sair,سائر,"Walking, going on foot",male
Sairah,سيره,Walking,male
Saja,سجى,"A pleasant face, eloquent.",male
Sajal,سجل,"Promise, vow, pledge, commitment.",male
Tehreem,تحريم,"Respect, sanctity.",female
Tehzeeb,تهذيب,Respect,female
Thabitah,ثابته,Firm,female
Thahera,ظاهرة,Clean,female
Thameena,ثمينة,Valuable,female
Thameenah,ثمينه,"(Sameenah) Expensive, precious, costly, dear.",female
Thamina,ثمينة,healthy in Arabic.,female
Thaminah,ثمينه,"Precious, generous",female
Thamirah,ثمره,"Thamirah is an Arabic name for girls that means productive, profitable fruit-bearing.",female
Thana,ثنا,"Thankfulness, praise",female
Thanaa,ثناء,"Praise, applause, eulogy.",female
Thara,ذرة,Wealth,female
Tharaa,ثراء,Wealth,female
Tharwah,ثروة,Wealth,female
Tharya,ثريا,Name of a pious woman,female
Thashin,تحشين,Acclaim,female
Thayeba,ثيبا,"Thayeba is an Arabic name for girls that means one who returns to God, one who repents.",female
Thoraya,ثورية,Star,female
Thubaitah,ثباته,Name of a Sahabiyyah (RA).,female
Thubaytah,ثبيتة,"She was among the early Muhajirs to Madina and a distinguished woman comapnion, daughter of Yaar bin Zayd al-Ansariyah",female
Thufailah,تحفلة,Elegant with good respect for her elders,female
Thuml,تحمل,Name of an early distinguished woman,female
Thuraiya,ثورية,"Star, constellation Pleiades",female
Thuraya,ثريا,Star,female
Thurayya,ثريا,Star,female
Thurayyat,ثريات,"Thurayyat is an Arabic name for girls that means chandeliers. It is the plural of Thurayya, which also means Pleiades.",female
Thurraya,ثورية,Pleides,female
Thurrayya,ثورية,"star,The Pleiades",female
Thuwabah,ثوبه,"(Thuwaybah)Name of a Sahabiyyah (RA), name of the lady, who had breast-fed the Holy Prophet, Muhammad (peace be upon him).",female
Thuwaibah,ثويبة,Deserving of Gods reward,female
Wahibah,وهيبه,"Giver, donor",female
Wahida,واحدة,"One of its kind, unique,one,single,unit, Feminine form of WAHID.",female
Wahidah,واحده,"Exclusive, unique",female
Wahuj,وهج,"First light of day, Dawn, New Beginning",female
Waiya,ويا,"Guardian, watch-guard, protector.",female
Wajahah,واجهه,"Wajahah is an Arabic name for girls that means prestige, distinction, glory, honor.",female
Wajahat,واجهت,"Commanding, Comely, dignity, elevated position.",female
Wajee,واجي,"Happy, jolly, pleasant.",female
Wajeeda,وجيدة,One who is noble.,female
Wajeedaa,وجيدا,"Wajeedaa is an Arabic name for girls that means loving, affectionate. It is a variant of Wajidah.",female
Wajeedah,وجيده,"Wajeedah is an Arabic name for girls that means loving, affectionate.",female
Wajeeh,وجيه,"Commanding Personality, Noble",female
Wajeeha,وجيهة,"Eminent, Distinguished",female
Wajeehah,وجيهه,"Wajeehah is an Arabic name for girls that means prestigious, noble, honorable, glorious.",female
Wajeezah,وجيزه,Wajeezah is an Arabic name for girls that means one who speaks briefly but eloquently.,female
Wajia,وجية,Melody.,female
Wajibah,واجيبه,"Wajibah is an Arabic name for girls that means essential, imperative, indispensable, obligatory.",female
Wajida,وجيدة,"Achiever, Discoverer, Possessor, excited, finder, lover, fem. of Wajid.",female
Wajidah,وجيده,"One who acheives her goals in life, loved, beloved.",female
Wajiha,واجهة,"High, eminent, distinguished,Beautiful, Respectable, honoured, well-esteemed, illustrious, fem. of Wajih.",female
Wajihah,واجهه,"Eminent, distinguished, notable, Of a good appearance, handsome, respectable.",female
Wajna,وجنة,"Happy, jolly, pleasant.",female
Wakeela,وكيلا,"Agent, Friendly.",female
Wakeelah,وكيله,"(Wakilah) The Trustee, the agent.",female
Wala,ولا,Loyalty,female
Walaa,ولا,Loyalty,female
Waleedah,وليده,"Waleedah is an Arabic name for girls that means infant, newborn, new, daughter.",female
Waleeya,واليا,"Arabic for supporter, caretaker, companion, intimate friend, patron, custodian.",female
Walia,ولا,Friendly.,female
Walidah,والده,Newborn,female
Tannaz,تنز,Tannazتنز,female
Tanweer,تنوير,"Radiant, Illuminating",female
Tanzeela,تنزيلا,"Revelation, Receiving hospitably",female
Tanzila,تنزل,"Revelation, sending down",female
Taqadum,تقدم,"Taqadum is an Arabic name for boys and girls that means progress, advance, increase in rank and status.",female
Taqadus,تقدس,Sactity.,female
Taqdees,تقديس,"A Name for Allah, The Almighty",female
Taqiya,طاقية,"God-fearing, devout, pious",female
Taqiyah,طاقيه,Heedful of God,female
Taqiyyah,طاقيه,"Virtuous, Pious, God-Fearing and Devoted to God",female
Taqwa,تقوى,"Piety, devoutness, heedfulness of God",female
Taqwaa,تقوا,"Piety, devoutness",female
Tara,ترى,Star,female
Taraab,تراب,Joy & sorrow.,female
Tarana,ترانا,"Melody, Song",female
Taraneh,ترانه,"Taraneh is a Persian name for girls that means beautiful youth (i.e. a young person who is good looking), elegant youth.",female
Tarannum,ترنم,Singing.,female
Tarashud,ترشد,Tarashud is an Arabic name for boys and girls that means guidance.,female
Tareefa,طريفة,"Rare, Strange, Curious",female
Tareefah,طريفه,"Tareefah is an Arabic name for girls that means exquisite, rare, unique, quaint.",female
Tarfa,طرفة,Kind Of Tree,female
Tarheeb,ترحيب,"Tarheeb is an Arabic name for boys and girls that means to welcome. It also means spaciousness, vastness.",female
Tarib,تعريب,"Lively, gleeful, merry.",female
Tarifa,طريفة,Rare,female
Tariqa,طريقة,"Tariqa is the girl version of the name Tariq and has the same meaning, should not be confused with Tuhreequh (emphasis on ree), which means road or path, also a Quranic name, though due to the fact it is used to refer to different Sufi doctrines (such as the Naqshbandi Tuhreequh), the name has Sufi connotations.",female
Tariqah,طريقه,This was the name of the freed slave of Labeet of the family of the princes of al-Qays bin Zayd AN,female
